Model,Actual Gloss Label,Total Ground Truth,Predicted Gloss Label,Number of Confusions,Percentage of Confusions,Notes
Transformer,YELLOW (78),78,TODAY (49),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,TOMORROW (50),2,2.56%,Low Confusion
Transformer,YELLOW (78),78,DAUGHTER (55),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,AUNTIE (59),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,PARENTS (61),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,GIRL (63),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,WOMAN (65),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,DEAF (66),2,2.56%,Low Confusion
Transformer,YELLOW (78),78,WEELCHAIR PERSON (68),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,MARRIED (71),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,WHITE (77),2,2.56%,Low Confusion
Transformer,YELLOW (78),78,ORANGE (79),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,EGG (86),2,2.56%,Low Confusion
Transformer,YELLOW (78),78,HOT (95),2,2.56%,Low Confusion
Transformer,YELLOW (78),78,JUICE (97),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,COFFEE (99),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,WINE (102),1,1.28%,Low Confusion
Transformer,YELLOW (78),78,NO SUGAR (104),1,1.28%,Low Confusion
Transformer,ORANGE (79),77,NICE TO MEET YOU (6),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,KNOW (12),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,NO (14),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,YES (15),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,SLOW (18),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,FAST (19),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,ONE (20),2,2.60%,Low Confusion
Transformer,ORANGE (79),77,TWO (21),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,SIX (25),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,JANUARY (30),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,FEBRUARY (31),2,2.60%,Low Confusion
Transformer,ORANGE (79),77,MARCH (32),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,APRIL (33),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,OCTOBER (39),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,DECEMBER (41),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,WEDNESDAY (44),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,FRIDAY (46),2,2.60%,Low Confusion
Transformer,ORANGE (79),77,SATURDAY (47),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,DAUGHTER (55),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,AUNTIE (59),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,BOY (62),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,WOMAN (65),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,HARD OF HEARING (67),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,MARRIED (71),2,2.60%,Low Confusion
Transformer,ORANGE (79),77,RED (74),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,WHITE (77),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,PINK (81),2,2.60%,Low Confusion
Transformer,ORANGE (79),77,BREAD (85),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,FISH (87),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,LONGANISA (92),4,5.19%,Moderate Confusion
Transformer,ORANGE (79),77,HOT (95),2,2.60%,Low Confusion
Transformer,ORANGE (79),77,SUGAR (103),1,1.30%,Low Confusion
Transformer,ORANGE (79),77,NO SUGAR (104),1,1.30%,Low Confusion
Transformer,GRAY (80),76,GOOD MORNING (0),1,1.32%,Low Confusion
Transformer,GRAY (80),76,HELLO (3),1,1.32%,Low Confusion
Transformer,GRAY (80),76,NO (14),2,2.63%,Low Confusion
Transformer,GRAY (80),76,SLOW (18),2,2.63%,Low Confusion
Transformer,GRAY (80),76,FAST (19),1,1.32%,Low Confusion
Transformer,GRAY (80),76,EIGHT (27),1,1.32%,Low Confusion
Transformer,GRAY (80),76,JANUARY (30),1,1.32%,Low Confusion
Transformer,GRAY (80),76,APRIL (33),1,1.32%,Low Confusion
Transformer,GRAY (80),76,MAY (34),1,1.32%,Low Confusion
Transformer,GRAY (80),76,JUNE (35),1,1.32%,Low Confusion
Transformer,GRAY (80),76,DECEMBER (41),1,1.32%,Low Confusion
Transformer,GRAY (80),76,MONDAY (42),1,1.32%,Low Confusion
Transformer,GRAY (80),76,TUESDAY (43),1,1.32%,Low Confusion
Transformer,GRAY (80),76,TODAY (49),1,1.32%,Low Confusion
Transformer,GRAY (80),76,GRANDFATHER (56),1,1.32%,Low Confusion
Transformer,GRAY (80),76,GRANDMOTHER (57),1,1.32%,Low Confusion
Transformer,GRAY (80),76,BOY (62),1,1.32%,Low Confusion
Transformer,GRAY (80),76,GIRL (63),1,1.32%,Low Confusion
Transformer,GRAY (80),76,DEAF (66),1,1.32%,Low Confusion
Transformer,GRAY (80),76,MARRIED (71),1,1.32%,Low Confusion
Transformer,GRAY (80),76,RED (74),2,2.63%,Low Confusion
Transformer,GRAY (80),76,BROWN (75),1,1.32%,Low Confusion
Transformer,GRAY (80),76,ORANGE (79),1,1.32%,Low Confusion
Transformer,GRAY (80),76,LIGHT (83),1,1.32%,Low Confusion
Transformer,GRAY (80),76,BREAD (85),1,1.32%,Low Confusion
Transformer,GRAY (80),76,EGG (86),1,1.32%,Low Confusion
Transformer,GRAY (80),76,LONGANISA (92),2,2.63%,Low Confusion
Transformer,GRAY (80),76,HOT (95),1,1.32%,Low Confusion
Transformer,GRAY (80),76,JUICE (97),2,2.63%,Low Confusion
Transformer,GRAY (80),76,MILK (98),2,2.63%,Low Confusion
Transformer,GRAY (80),76,BEER (101),1,1.32%,Low Confusion
Transformer,GRAY (80),76,SUGAR (103),2,2.63%,Low Confusion
Transformer,GRAY (80),76,NO SUGAR (104),1,1.32%,Low Confusion
Transformer,PINK (81),76,GOOD EVENING (2),1,1.32%,Low Confusion
Transformer,PINK (81),76,HELLO (3),1,1.32%,Low Confusion
Transformer,PINK (81),76,HOW ARE YOU (4),1,1.32%,Low Confusion
Transformer,PINK (81),76,THANK YOU (7),2,2.63%,Low Confusion
Transformer,PINK (81),76,NO (14),1,1.32%,Low Confusion
Transformer,PINK (81),76,YES (15),1,1.32%,Low Confusion
Transformer,PINK (81),76,SLOW (18),2,2.63%,Low Confusion
Transformer,PINK (81),76,TWO (21),1,1.32%,Low Confusion
Transformer,PINK (81),76,THREE (22),1,1.32%,Low Confusion
Transformer,PINK (81),76,FOUR (23),1,1.32%,Low Confusion
Transformer,PINK (81),76,SIX (25),1,1.32%,Low Confusion
Transformer,PINK (81),76,SEVEN (26),1,1.32%,Low Confusion
Transformer,PINK (81),76,NINE (28),1,1.32%,Low Confusion
Transformer,PINK (81),76,JANUARY (30),3,3.95%,Low Confusion
Transformer,PINK (81),76,FEBRUARY (31),1,1.32%,Low Confusion
Transformer,PINK (81),76,JULY (36),2,2.63%,Low Confusion
Transformer,PINK (81),76,AUGUST (37),1,1.32%,Low Confusion
Transformer,PINK (81),76,SUNDAY (48),1,1.32%,Low Confusion
Transformer,PINK (81),76,SON (54),1,1.32%,Low Confusion
Transformer,PINK (81),76,GRANDMOTHER (57),1,1.32%,Low Confusion
Transformer,PINK (81),76,COUSIN (60),1,1.32%,Low Confusion
Transformer,PINK (81),76,BOY (62),1,1.32%,Low Confusion
Transformer,PINK (81),76,GIRL (63),1,1.32%,Low Confusion
Transformer,PINK (81),76,WOMAN (65),2,2.63%,Low Confusion
Transformer,PINK (81),76,DEAF (66),2,2.63%,Low Confusion
Transformer,PINK (81),76,HARD OF HEARING (67),1,1.32%,Low Confusion
Transformer,PINK (81),76,BLUE (72),1,1.32%,Low Confusion
Transformer,PINK (81),76,WHITE (77),1,1.32%,Low Confusion
Transformer,PINK (81),76,FISH (87),1,1.32%,Low Confusion
Transformer,PINK (81),76,RICE (91),1,1.32%,Low Confusion
Transformer,PINK (81),76,LONGANISA (92),2,2.63%,Low Confusion
Transformer,PINK (81),76,CRAB (94),1,1.32%,Low Confusion
Transformer,PINK (81),76,COLD (96),1,1.32%,Low Confusion
Transformer,PINK (81),76,MILK (98),1,1.32%,Low Confusion
Transformer,PINK (81),76,COFFEE (99),1,1.32%,Low Confusion
Transformer,PINK (81),76,NO SUGAR (104),2,2.63%,Low Confusion
Transformer,VIOLET (82),73,GOOD AFTERNOON (1),2,2.74%,Low Confusion
Transformer,VIOLET (82),73,GOOD EVENING (2),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,KNOW (12),2,2.74%,Low Confusion
Transformer,VIOLET (82),73,WRONG (16),3,4.11%,Low Confusion
Transformer,VIOLET (82),73,FAST (19),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,ONE (20),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,EIGHT (27),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,NINE (28),2,2.74%,Low Confusion
Transformer,VIOLET (82),73,JANUARY (30),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,MARCH (32),3,4.11%,Low Confusion
Transformer,VIOLET (82),73,MAY (34),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,SEPTEMBER (38),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,NOVEMBER (40),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,DECEMBER (41),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,FRIDAY (46),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,SUNDAY (48),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,TOMORROW (50),3,4.11%,Low Confusion
Transformer,VIOLET (82),73,SON (54),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,GRANDFATHER (56),2,2.74%,Low Confusion
Transformer,VIOLET (82),73,GRANDMOTHER (57),2,2.74%,Low Confusion
Transformer,VIOLET (82),73,PARENTS (61),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,GIRL (63),2,2.74%,Low Confusion
Transformer,VIOLET (82),73,WOMAN (65),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,WHITE (77),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,BREAD (85),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,FISH (87),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,SHRIMP (93),2,2.74%,Low Confusion
Transformer,VIOLET (82),73,COLD (96),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,MILK (98),1,1.37%,Low Confusion
Transformer,VIOLET (82),73,SUGAR (103),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,GOOD MORNING (0),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,GOOD AFTERNOON (1),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,THANK YOU (7),2,2.74%,Low Confusion
Transformer,LIGHT (83),73,SEE YOU TOMORROW (9),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,DON'T KNOW (13),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,NO (14),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,YES (15),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,CORRECT (17),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,FAST (19),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,ONE (20),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,TWO (21),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,SIX (25),2,2.74%,Low Confusion
Transformer,LIGHT (83),73,NINE (28),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,JANUARY (30),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,MAY (34),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,JULY (36),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,TUESDAY (43),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,YESTERDAY (51),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,AUNTIE (59),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,COUSIN (60),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,MAN (64),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,HARD OF HEARING (67),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,BLIND (69),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,BREAD (85),2,2.74%,Low Confusion
Transformer,LIGHT (83),73,EGG (86),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,MILK (98),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,BEER (101),1,1.37%,Low Confusion
Transformer,LIGHT (83),73,WINE (102),1,1.37%,Low Confusion
Transformer,DARK (84),74,GOOD AFTERNOON (1),1,1.35%,Low Confusion
Transformer,DARK (84),74,GOOD EVENING (2),2,2.70%,Low Confusion
Transformer,DARK (84),74,YOURE WELCOME (8),1,1.35%,Low Confusion
Transformer,DARK (84),74,DON'T UNDERSTAND (11),1,1.35%,Low Confusion
Transformer,DARK (84),74,DON'T KNOW (13),2,2.70%,Low Confusion
Transformer,DARK (84),74,ONE (20),4,5.41%,Moderate Confusion
Transformer,DARK (84),74,TEN (29),1,1.35%,Low Confusion
Transformer,DARK (84),74,FEBRUARY (31),1,1.35%,Low Confusion
Transformer,DARK (84),74,MARCH (32),1,1.35%,Low Confusion
Transformer,DARK (84),74,APRIL (33),2,2.70%,Low Confusion
Transformer,DARK (84),74,MAY (34),1,1.35%,Low Confusion
Transformer,DARK (84),74,SUNDAY (48),1,1.35%,Low Confusion
Transformer,DARK (84),74,YESTERDAY (51),2,2.70%,Low Confusion
Transformer,DARK (84),74,AUNTIE (59),2,2.70%,Low Confusion
Transformer,DARK (84),74,COUSIN (60),1,1.35%,Low Confusion
Transformer,DARK (84),74,PARENTS (61),1,1.35%,Low Confusion
Transformer,DARK (84),74,DEAF (66),2,2.70%,Low Confusion
Transformer,DARK (84),74,MARRIED (71),1,1.35%,Low Confusion
Transformer,DARK (84),74,BROWN (75),1,1.35%,Low Confusion
Transformer,DARK (84),74,EGG (86),2,2.70%,Low Confusion
Transformer,DARK (84),74,LONGANISA (92),1,1.35%,Low Confusion
Transformer,DARK (84),74,COLD (96),1,1.35%,Low Confusion
Transformer,DARK (84),74,NO SUGAR (104),2,2.70%,Low Confusion
Transformer,BREAD (85),91,GOOD EVENING (2),1,1.10%,Low Confusion
Transformer,BREAD (85),91,HELLO (3),1,1.10%,Low Confusion
Transformer,BREAD (85),91,HOW ARE YOU (4),2,2.20%,Low Confusion
Transformer,BREAD (85),91,NICE TO MEET YOU (6),1,1.10%,Low Confusion
Transformer,BREAD (85),91,YOURE WELCOME (8),1,1.10%,Low Confusion
Transformer,BREAD (85),91,DON'T UNDERSTAND (11),1,1.10%,Low Confusion
Transformer,BREAD (85),91,DON'T KNOW (13),1,1.10%,Low Confusion
Transformer,BREAD (85),91,NO (14),1,1.10%,Low Confusion
Transformer,BREAD (85),91,WRONG (16),2,2.20%,Low Confusion
Transformer,BREAD (85),91,SLOW (18),1,1.10%,Low Confusion
Transformer,BREAD (85),91,EIGHT (27),1,1.10%,Low Confusion
Transformer,BREAD (85),91,NINE (28),1,1.10%,Low Confusion
Transformer,BREAD (85),91,TEN (29),1,1.10%,Low Confusion
Transformer,BREAD (85),91,FEBRUARY (31),1,1.10%,Low Confusion
Transformer,BREAD (85),91,JULY (36),2,2.20%,Low Confusion
Transformer,BREAD (85),91,NOVEMBER (40),1,1.10%,Low Confusion
Transformer,BREAD (85),91,TUESDAY (43),1,1.10%,Low Confusion
Transformer,BREAD (85),91,TODAY (49),1,1.10%,Low Confusion
Transformer,BREAD (85),91,TOMORROW (50),1,1.10%,Low Confusion
Transformer,BREAD (85),91,SON (54),1,1.10%,Low Confusion
Transformer,BREAD (85),91,DAUGHTER (55),2,2.20%,Low Confusion
Transformer,BREAD (85),91,AUNTIE (59),1,1.10%,Low Confusion
Transformer,BREAD (85),91,GIRL (63),1,1.10%,Low Confusion
Transformer,BREAD (85),91,WOMAN (65),1,1.10%,Low Confusion
Transformer,BREAD (85),91,DEAF (66),1,1.10%,Low Confusion
Transformer,BREAD (85),91,BLIND (69),1,1.10%,Low Confusion
Transformer,BREAD (85),91,BROWN (75),1,1.10%,Low Confusion
Transformer,BREAD (85),91,GRAY (80),3,3.30%,Low Confusion
Transformer,BREAD (85),91,PINK (81),1,1.10%,Low Confusion
Transformer,BREAD (85),91,HOT (95),2,2.20%,Low Confusion
Transformer,BREAD (85),91,COLD (96),1,1.10%,Low Confusion
Transformer,BREAD (85),91,JUICE (97),2,2.20%,Low Confusion
Transformer,BREAD (85),91,MILK (98),2,2.20%,Low Confusion
Transformer,BREAD (85),91,BEER (101),1,1.10%,Low Confusion
Transformer,BREAD (85),91,WINE (102),1,1.10%,Low Confusion
Transformer,BREAD (85),91,SUGAR (103),1,1.10%,Low Confusion
Transformer,EGG (86),89,GOOD AFTERNOON (1),1,1.12%,Low Confusion
Transformer,EGG (86),89,HELLO (3),2,2.25%,Low Confusion
Transformer,EGG (86),89,HOW ARE YOU (4),1,1.12%,Low Confusion
Transformer,EGG (86),89,YOURE WELCOME (8),1,1.12%,Low Confusion
Transformer,EGG (86),89,SEE YOU TOMORROW (9),2,2.25%,Low Confusion
Transformer,EGG (86),89,NO (14),1,1.12%,Low Confusion
Transformer,EGG (86),89,WRONG (16),1,1.12%,Low Confusion
Transformer,EGG (86),89,CORRECT (17),1,1.12%,Low Confusion
Transformer,EGG (86),89,FAST (19),1,1.12%,Low Confusion
Transformer,EGG (86),89,ONE (20),1,1.12%,Low Confusion
Transformer,EGG (86),89,SIX (25),1,1.12%,Low Confusion
Transformer,EGG (86),89,EIGHT (27),1,1.12%,Low Confusion
Transformer,EGG (86),89,NINE (28),1,1.12%,Low Confusion
Transformer,EGG (86),89,JANUARY (30),2,2.25%,Low Confusion
Transformer,EGG (86),89,FEBRUARY (31),1,1.12%,Low Confusion
Transformer,EGG (86),89,APRIL (33),1,1.12%,Low Confusion
Transformer,EGG (86),89,JULY (36),1,1.12%,Low Confusion
Transformer,EGG (86),89,AUGUST (37),2,2.25%,Low Confusion
Transformer,EGG (86),89,OCTOBER (39),1,1.12%,Low Confusion
Transformer,EGG (86),89,NOVEMBER (40),2,2.25%,Low Confusion
Transformer,EGG (86),89,WEDNESDAY (44),1,1.12%,Low Confusion
Transformer,EGG (86),89,THURSDAY (45),1,1.12%,Low Confusion
Transformer,EGG (86),89,FATHER (52),1,1.12%,Low Confusion
Transformer,EGG (86),89,MOTHER (53),1,1.12%,Low Confusion
Transformer,EGG (86),89,AUNTIE (59),1,1.12%,Low Confusion
Transformer,EGG (86),89,WOMAN (65),1,1.12%,Low Confusion
Transformer,EGG (86),89,DEAF (66),1,1.12%,Low Confusion
Transformer,EGG (86),89,WEELCHAIR PERSON (68),1,1.12%,Low Confusion
Transformer,EGG (86),89,BLIND (69),1,1.12%,Low Confusion
Transformer,EGG (86),89,GREEN (73),1,1.12%,Low Confusion
Transformer,EGG (86),89,BROWN (75),1,1.12%,Low Confusion
Transformer,EGG (86),89,GRAY (80),1,1.12%,Low Confusion
Transformer,EGG (86),89,PINK (81),1,1.12%,Low Confusion
Transformer,EGG (86),89,VIOLET (82),1,1.12%,Low Confusion
Transformer,EGG (86),89,BREAD (85),2,2.25%,Low Confusion
Transformer,EGG (86),89,FISH (87),1,1.12%,Low Confusion
Transformer,EGG (86),89,SHRIMP (93),1,1.12%,Low Confusion
Transformer,EGG (86),89,JUICE (97),2,2.25%,Low Confusion
Transformer,EGG (86),89,MILK (98),1,1.12%,Low Confusion
Transformer,EGG (86),89,TEA (100),1,1.12%,Low Confusion
Transformer,EGG (86),89,SUGAR (103),1,1.12%,Low Confusion
Transformer,FISH (87),92,IM FINE (5),1,1.09%,Low Confusion
Transformer,FISH (87),92,YOURE WELCOME (8),1,1.09%,Low Confusion
Transformer,FISH (87),92,SEE YOU TOMORROW (9),1,1.09%,Low Confusion
Transformer,FISH (87),92,UNDERSTAND (10),1,1.09%,Low Confusion
Transformer,FISH (87),92,DON'T UNDERSTAND (11),1,1.09%,Low Confusion
Transformer,FISH (87),92,DON'T KNOW (13),2,2.17%,Low Confusion
Transformer,FISH (87),92,NO (14),2,2.17%,Low Confusion
Transformer,FISH (87),92,FAST (19),1,1.09%,Low Confusion
Transformer,FISH (87),92,ONE (20),1,1.09%,Low Confusion
Transformer,FISH (87),92,FIVE (24),1,1.09%,Low Confusion
Transformer,FISH (87),92,SEVEN (26),1,1.09%,Low Confusion
Transformer,FISH (87),92,EIGHT (27),1,1.09%,Low Confusion
Transformer,FISH (87),92,JANUARY (30),1,1.09%,Low Confusion
Transformer,FISH (87),92,JULY (36),1,1.09%,Low Confusion
Transformer,FISH (87),92,NOVEMBER (40),1,1.09%,Low Confusion
Transformer,FISH (87),92,THURSDAY (45),1,1.09%,Low Confusion
Transformer,FISH (87),92,TODAY (49),1,1.09%,Low Confusion
Transformer,FISH (87),92,DAUGHTER (55),2,2.17%,Low Confusion
Transformer,FISH (87),92,MAN (64),1,1.09%,Low Confusion
Transformer,FISH (87),92,DEAF (66),1,1.09%,Low Confusion
Transformer,FISH (87),92,BLIND (69),1,1.09%,Low Confusion
Transformer,FISH (87),92,DEAF BLIND (70),1,1.09%,Low Confusion
Transformer,FISH (87),92,MARRIED (71),1,1.09%,Low Confusion
Transformer,FISH (87),92,BLUE (72),1,1.09%,Low Confusion
Transformer,FISH (87),92,GREEN (73),4,4.35%,Low Confusion
Transformer,FISH (87),92,WHITE (77),1,1.09%,Low Confusion
Transformer,FISH (87),92,ORANGE (79),1,1.09%,Low Confusion
Transformer,FISH (87),92,PINK (81),2,2.17%,Low Confusion
Transformer,FISH (87),92,LIGHT (83),1,1.09%,Low Confusion
Transformer,FISH (87),92,JUICE (97),1,1.09%,Low Confusion
Transformer,FISH (87),92,MILK (98),1,1.09%,Low Confusion
Transformer,FISH (87),92,COFFEE (99),1,1.09%,Low Confusion
Transformer,FISH (87),92,TEA (100),2,2.17%,Low Confusion
Transformer,FISH (87),92,BEER (101),2,2.17%,Low Confusion
Transformer,FISH (87),92,WINE (102),1,1.09%,Low Confusion
Transformer,FISH (87),92,SUGAR (103),1,1.09%,Low Confusion
Transformer,MEAT (88),92,HELLO (3),1,1.09%,Low Confusion
Transformer,MEAT (88),92,HOW ARE YOU (4),1,1.09%,Low Confusion
Transformer,MEAT (88),92,UNDERSTAND (10),2,2.17%,Low Confusion
Transformer,MEAT (88),92,DON'T UNDERSTAND (11),1,1.09%,Low Confusion
Transformer,MEAT (88),92,KNOW (12),1,1.09%,Low Confusion
Transformer,MEAT (88),92,DON'T KNOW (13),2,2.17%,Low Confusion
Transformer,MEAT (88),92,NO (14),2,2.17%,Low Confusion
Transformer,MEAT (88),92,ONE (20),1,1.09%,Low Confusion
Transformer,MEAT (88),92,TWO (21),1,1.09%,Low Confusion
Transformer,MEAT (88),92,THREE (22),2,2.17%,Low Confusion
Transformer,MEAT (88),92,FIVE (24),1,1.09%,Low Confusion
Transformer,MEAT (88),92,SIX (25),1,1.09%,Low Confusion
Transformer,MEAT (88),92,EIGHT (27),1,1.09%,Low Confusion
Transformer,MEAT (88),92,MAY (34),1,1.09%,Low Confusion
Transformer,MEAT (88),92,JUNE (35),1,1.09%,Low Confusion
Transformer,MEAT (88),92,TODAY (49),1,1.09%,Low Confusion
Transformer,MEAT (88),92,FATHER (52),1,1.09%,Low Confusion
Transformer,MEAT (88),92,DAUGHTER (55),2,2.17%,Low Confusion
Transformer,MEAT (88),92,GRANDMOTHER (57),1,1.09%,Low Confusion
Transformer,MEAT (88),92,AUNTIE (59),2,2.17%,Low Confusion
Transformer,MEAT (88),92,COUSIN (60),1,1.09%,Low Confusion
Transformer,MEAT (88),92,PARENTS (61),1,1.09%,Low Confusion
Transformer,MEAT (88),92,MAN (64),1,1.09%,Low Confusion
Transformer,MEAT (88),92,DEAF (66),1,1.09%,Low Confusion
Transformer,MEAT (88),92,BLIND (69),1,1.09%,Low Confusion
Transformer,MEAT (88),92,MARRIED (71),4,4.35%,Low Confusion
Transformer,MEAT (88),92,BROWN (75),1,1.09%,Low Confusion
Transformer,MEAT (88),92,BLACK (76),1,1.09%,Low Confusion
Transformer,MEAT (88),92,GRAY (80),1,1.09%,Low Confusion
Transformer,MEAT (88),92,PINK (81),1,1.09%,Low Confusion
Transformer,MEAT (88),92,VIOLET (82),1,1.09%,Low Confusion
Transformer,MEAT (88),92,DARK (84),1,1.09%,Low Confusion
Transformer,MEAT (88),92,EGG (86),1,1.09%,Low Confusion
Transformer,MEAT (88),92,FISH (87),1,1.09%,Low Confusion
Transformer,MEAT (88),92,SHRIMP (93),1,1.09%,Low Confusion
Transformer,MEAT (88),92,HOT (95),1,1.09%,Low Confusion
Transformer,MEAT (88),92,NO SUGAR (104),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,GOOD AFTERNOON (1),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,HELLO (3),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,HOW ARE YOU (4),2,2.17%,Low Confusion
Transformer,CHICKEN (89),92,DON'T KNOW (13),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,NO (14),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,YES (15),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,SLOW (18),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,FAST (19),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,FIVE (24),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,NINE (28),2,2.17%,Low Confusion
Transformer,CHICKEN (89),92,TEN (29),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,JANUARY (30),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,APRIL (33),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,MAY (34),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,JULY (36),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,SEPTEMBER (38),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,DECEMBER (41),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,MONDAY (42),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,FRIDAY (46),2,2.17%,Low Confusion
Transformer,CHICKEN (89),92,DAUGHTER (55),2,2.17%,Low Confusion
Transformer,CHICKEN (89),92,GRANDMOTHER (57),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,COUSIN (60),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,PARENTS (61),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,BOY (62),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,GIRL (63),2,2.17%,Low Confusion
Transformer,CHICKEN (89),92,WOMAN (65),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,BLIND (69),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,BROWN (75),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,WHITE (77),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,ORANGE (79),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,GRAY (80),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,BREAD (85),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,HOT (95),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,JUICE (97),1,1.09%,Low Confusion
Transformer,CHICKEN (89),92,MILK (98),1,1.09%,Low Confusion
